date,open,high,low,Close,vol,MACD,MACD_Hist,MACD_Signal,Real Upper Band,Real Lower Band,Real Middle Band,RSI,SMA,SMA,ROC,CCI,DX,crossover
2012-02-28,36.5,36.939,36.26,29.3185090198,1370400.0,0.0324,-0.0682,0.1006,30.1423,28.5851,29.3637,52.6365,29.0457,29.2174,0.6919,50.4048,4.6177,False
2012-02-29,36.78,36.82,36.03,28.7681888015,1687800.0,-0.0041,-0.0837,0.0797,30.161,28.5276,29.3443,45.5141,29.0091,29.1705,-0.5457,24.4575,3.5701,False
2012-03-01,36.32,36.4,36.04,28.8240183889,1210900.0,-0.0282,-0.0863,0.0581,30.1333,28.4699,29.3016,46.3039,28.9803,29.1284,-2.437,14.6955,3.5701,False
2012-03-02,35.93,36.25,35.51,28.4730895541,1481300.0,-0.0747,-0.1063,0.0315,30.1115,28.361,29.2363,42.1859,28.8735,29.0602,-4.5127,-14.7967,1.1561,False
2012-03-05,35.66,35.93,35.02,28.0503798212,1854800.0,-0.1441,-0.1405,-0.0036,29.9828,28.259,29.1209,37.8424,28.6868,28.9975,-6.7068,-50.9318,1.013,False
2012-03-06,35.0,35.53,35.0,28.1779903066,1861700.0,-0.1866,-0.1464,-0.0402,29.8743,28.1812,29.0278,39.8457,28.4587,28.9455,-6.2625,-59.3657,1.1011,False
2012-03-07,35.43,35.83,35.21,28.4491625881,1235000.0,-0.1961,-0.1248,-0.0714,29.8331,28.1201,28.9766,43.958,28.3949,28.8962,-4.4975,-39.4388,0.2521,False
2012-03-08,35.76,36.09,35.6,28.5927243841,1678900.0,-0.1899,-0.0948,-0.0951,29.7758,28.0911,28.9334,46.05,28.3487,28.8692,-2.6477,-19.9955,1.415,False
2012-03-09,35.72,36.22,35.6,28.8160427336,1405300.0,-0.1651,-0.056,-0.1091,29.7022,28.0967,28.8994,49.21,28.4173,28.816,-2.5055,-11.6167,1.996,False
2012-03-12,36.13,36.19,35.67,28.6007000395,1660500.0,-0.1609,-0.0415,-0.1195,29.6918,28.0681,28.88,46.402,28.5273,28.7464,-1.4563,-22.4767,1.996,False
2012-03-13,36.03,36.59,35.945,29.1829228791,1455800.0,-0.1094,0.0081,-0.1174,29.7132,28.0691,28.8912,54.0049,28.7283,28.7443,-0.3402,17.8149,3.8,True
2012-03-14,36.6,36.99,36.39,29.1430446024,1806500.0,-0.0709,0.0372,-0.1081,29.708,28.0699,28.889,53.4485,28.8671,28.757,1.0766,41.955,5.5677,True
2012-03-15,36.48,37.0,36.44,29.4221925392,1400500.0,-0.0177,0.0723,-0.0901,29.7608,28.0596,28.9102,56.7874,29.033,28.7873,-0.1396,54.8328,5.6118,True
2012-03-16,36.82,36.96,36.405,29.0951906704,2687200.0,-0.0019,0.0705,-0.0724,29.6772,28.0913,28.8842,52.0974,29.0888,28.7932,-1.0707,33.7514,5.4366,True
2012-03-19,36.32,36.92,36.26,29.3025577091,954100.0,0.027,0.0796,-0.0525,29.6064,28.1277,28.8671,54.6426,29.2292,28.8144,-1.2306,34.7273,4.7046,True
2012-03-20,36.57,36.69,36.26,29.1829228791,1682600.0,0.0398,0.0739,-0.0341,29.602,28.129,28.8655,52.9051,29.2292,28.8054,-1.7013,16.3661,4.7046,True
2012-03-21,36.59,36.89,36.425,29.3583872965,970700.0,0.0634,0.078,-0.0146,29.6525,28.1191,28.8858,55.1464,29.2723,28.8448,0.2448,40.0935,5.6391,True
2012-03-22,36.55,37.05,36.47,29.2706550878,1399100.0,0.0742,0.071,0.0032,29.6853,28.1166,28.901,53.7754,29.2419,28.8745,1.2572,42.8562,6.3859,True
2012-03-23,36.62,36.81,36.32,29.1669715684,1016800.0,0.0735,0.0563,0.0172,29.7007,28.1172,28.909,52.1341,29.2563,28.9208,0.9046,19.578,5.5891,True
2012-03-26,36.83,37.08,36.62,29.4859977819,1434700.0,0.0976,0.0643,0.0333,29.7646,28.1035,28.9341,56.5099,29.293,29.0165,1.4501,59.9656,6.8659,True
2012-03-27,36.91,37.08,36.82,29.4461195052,1448700.0,0.1121,0.0631,0.0491,29.7846,28.0964,28.9405,55.8264,29.3456,29.101,0.3817,64.3724,6.8659,True
2012-03-28,36.85,36.88,36.26,29.1908985344,1192000.0,0.1019,0.0423,0.0596,29.8085,28.1146,28.9616,51.5508,29.3121,29.1505,0.163,17.499,3.8534,True
2012-03-29,36.42,36.77,36.15,29.3025577091,1270000.0,0.1017,0.0336,0.068,29.8426,28.1285,28.9855,53.2299,29.3185,29.1978,1.0165,12.6631,3.2719,True
2012-03-30,37.03,37.43,36.8,29.6694378547,1494000.0,0.1296,0.0492,0.0803,29.9178,28.1729,29.0453,58.3155,29.419,29.2547,3.2552,87.9813,6.4676,True
2012-04-02,37.17,37.375,36.66,29.7651457187,1320000.0,0.1576,0.0618,0.0958,29.9295,28.3327,29.1311,59.545,29.4748,29.3323,4.0217,82.5927,5.7141,True
2012-04-03,37.17,37.18,36.59,29.2786307431,1166100.0,0.1389,0.0345,0.1044,29.8554,28.5168,29.1861,51.3033,29.4413,29.3387,4.644,40.9475,5.3351,True
2012-04-04,36.38,36.45,35.95,28.8319940442,1123700.0,0.0871,-0.0139,0.101,29.8078,28.6028,29.2053,45.1557,29.3696,29.318,1.7304,-51.7875,1.9371,False
2012-04-05,36.15,36.25,35.91,28.8240183889,1221400.0,0.0449,-0.0449,0.0897,29.7794,28.6542,29.2168,45.0524,29.2738,29.2781,0.4433,-66.0641,1.7285,False
2012-04-09,35.75,35.83,35.38,28.2657225153,1974000.0,-0.0333,-0.0984,0.0651,29.8692,28.5094,29.1893,38.4553,28.9931,29.2228,-1.0768,-147.1842,1.0011,False
2012-04-10,35.34,35.71,35.05,27.9706232678,2284300.0,-0.1177,-0.1462,0.0286,29.9861,28.3295,29.1578,35.5104,28.6342,29.134,-1.3263,-185.6123,2.655,False
2012-04-11,35.49,35.96,35.49,28.353454724,1365200.0,-0.1519,-0.1444,-0.0075,30.0155,28.2172,29.1163,41.7144,28.4492,29.0787,-1.7218,-132.028,1.3505,False
