date,open,high,low,Close,vol,MACD_Signal,MACD_Hist,MACD,Real Upper Band,Real Lower Band,Real Middle Band,RSI,SMA,SMA,ROC,CCI,DX,crossover
2013-07-26,3.7,3.83,3.66,3.82,42575800.0,0.0229,-0.076,-0.0532,4.6273,3.5397,4.0835,44.6863,3.742,4.0927,-8.5919,-103.6778,3.6331,False
2013-07-29,3.87,3.89,3.75,3.75,32247500.0,0.005,-0.0714,-0.0664,4.63,3.504,4.067,43.0236,3.712,4.076,-5.5825,-100.5744,4.7789,False
2013-07-30,3.79,3.85,3.75,3.82,19611600.0,-0.0101,-0.0603,-0.0704,4.6258,3.4802,4.053,45.2079,3.744,4.0607,-6.7797,-99.5258,4.7789,False
2013-07-31,3.85,3.9,3.77,3.77,34342100.0,-0.0234,-0.0533,-0.0767,4.6281,3.4579,4.043,43.9193,3.772,4.0467,-5.3398,-100.0059,5.7448,False
2013-08-01,3.81,3.87,3.78,3.81,22276700.0,-0.0342,-0.0434,-0.0776,4.6242,3.4368,4.0305,45.2568,3.794,4.004,-4.914,-102.3418,5.7448,False
2013-08-02,3.8,3.84,3.77,3.8,13481100.0,-0.043,-0.0352,-0.0782,4.6188,3.4152,4.017,44.9695,3.79,3.9693,-6.3415,-112.7817,5.5234,False
2013-08-05,3.83,3.84,3.8,3.82,11734100.0,-0.0497,-0.0266,-0.0762,4.6159,3.4001,4.008,45.708,3.804,3.9307,-5.9976,-102.6241,5.5234,False
2013-08-06,3.81,3.82,3.71,3.72,19462800.0,-0.0561,-0.0257,-0.0818,4.6117,3.3713,3.9915,42.6424,3.784,3.8833,-6.3725,-134.5019,3.5064,False
2013-08-07,3.68,3.7,3.57,3.69,27553200.0,-0.0624,-0.0252,-0.0876,4.611,3.343,3.977,41.7426,3.768,3.8373,-8.867,-173.449,0.4685,False
2013-08-08,3.71,3.73,3.61,3.71,16994400.0,-0.0678,-0.0217,-0.0895,4.545,3.335,3.94,42.6077,3.748,3.7753,-16.1798,-152.7219,1.1011,False
2013-08-09,3.69,3.7,3.63,3.65,13656300.0,-0.0732,-0.0216,-0.0948,4.4976,3.3154,3.9065,40.6666,3.718,3.75,-17.7778,-158.068,1.1011,False
2013-08-12,3.615,3.72,3.61,3.65,10665300.0,-0.0782,-0.0197,-0.0979,4.4242,3.3138,3.869,40.6666,3.684,3.7333,-15.4545,-153.8241,1.1011,False
2013-08-13,3.67,3.71,3.63,3.69,12387400.0,-0.0817,-0.0143,-0.096,4.3282,3.3358,3.832,42.6655,3.678,3.7353,-17.3719,-138.2448,1.1011,False
2013-08-14,3.68,3.83,3.65,3.82,32081500.0,-0.082,-0.001,-0.083,4.2319,3.3761,3.804,48.6854,3.704,3.748,-13.9326,-93.5679,3.7188,False
2013-08-15,3.76,3.84,3.65,3.69,28245900.0,-0.082,-0.0003,-0.0823,3.9486,3.5644,3.7565,43.7624,3.7,3.7473,-17.4194,-106.7786,3.9343,False
2013-08-16,3.69,3.71,3.65,3.66,11659600.0,-0.0823,-0.0009,-0.0832,3.8877,3.5883,3.738,42.6949,3.702,3.7367,-9.0686,-123.9836,3.9343,False
2013-08-19,3.67,3.68,3.59,3.6,14414700.0,-0.0834,-0.0044,-0.0877,3.8647,3.5813,3.723,40.5741,3.692,3.7267,-8.2294,-137.8764,2.5107,False
