date,open,high,low,Close,vol,MACD_Hist,MACD,MACD_Signal,Real Middle Band,Real Upper Band,Real Lower Band,RSI,SMA,SMA,ROC,CCI,DX,crossover
2012-04-23,23.01,23.52,22.56,22.658664355,1321900.0,-0.2604,-0.326,-0.0656,24.3598,26.6409,22.0786,40.6769,23.3434,23.8475,-12.8243,-61.5209,0.9571,False
2012-04-24,23.6,24.2,23.43,23.1102903155,1439000.0,-0.2213,-0.3422,-0.1209,24.216,26.4306,22.0014,44.3846,23.1378,23.7042,-11.7754,-30.3138,3.1305,False
2012-04-25,24.49,24.75,23.72,23.2727596118,2022300.0,-0.1738,-0.3381,-0.1644,24.0784,26.1648,21.9921,45.6928,22.953,23.6181,-9.8032,-16.4076,4.848,False
2012-04-26,24.23,25.2,24.09,24.1963201948,2077000.0,-0.0744,-0.2574,-0.183,23.988,25.8803,22.0957,52.4984,23.1329,23.5872,-6.6321,13.9315,6.2313,False
2012-04-27,25.8,26.68,25.53,25.4535230826,2673700.0,0.0737,-0.0909,-0.1645,23.974,25.8179,22.1301,59.8387,23.7383,23.6233,-0.4106,93.7542,10.5792,True
2012-04-30,26.32,26.32,25.65,24.9989958847,922900.0,0.1351,0.0043,-0.1308,23.9372,25.665,22.2095,56.4592,24.2064,23.6678,-2.5907,77.6231,10.5792,True
2012-05-01,25.5,26.01,25.41,24.9119587617,1058100.0,0.1622,0.072,-0.0902,23.9198,25.6003,22.2394,55.8124,24.5667,23.7999,-1.3652,62.6967,9.7259,True
2012-05-02,25.4,26.02,25.2,25.1440577564,1187700.0,0.1863,0.1426,-0.0436,23.9488,25.6917,22.206,57.2128,24.941,23.9379,-0.3447,61.6177,8.9777,True
2012-05-03,25.81,26.1,25.18,24.505785521,1109000.0,0.1513,0.1454,-0.0058,23.9411,25.6726,22.2096,52.3268,25.0029,23.9727,1.5564,46.7329,9.2175,True
2012-05-04,25.31,25.55,24.27,23.5677187509,884500.0,0.0616,0.0712,0.0096,23.8739,25.553,22.1948,46.1242,24.6257,23.9869,-1.9194,-11.1527,5.987,True
2012-05-07,24.18,24.25,23.7509,23.1518747187,656300.0,-0.0245,-0.021,0.0035,23.8149,25.5083,22.1215,43.6658,24.2563,23.9353,-5.4581,-69.1941,4.1991,False
2012-05-08,23.97,24.16,23.0,23.3066073818,1475600.0,-0.0673,-0.0806,-0.0134,23.8338,25.4954,22.1721,44.8379,23.9352,23.8799,-6.4654,-90.2764,1.6759,False
2012-05-09,23.53,23.77,22.9,22.7553722695,1674700.0,-0.1256,-0.1704,-0.0448,23.8178,25.5141,22.1215,41.5389,23.4575,23.7838,-1.9794,-120.626,1.3436,False
2012-05-10,23.76,23.8,23.16,22.7553722695,1351600.0,-0.1552,-0.2388,-0.0836,23.7564,25.5121,22.0007,41.5389,23.1074,23.7477,-4.2639,-113.8299,1.4419,False
2012-05-11,23.11,24.35,23.11,23.2969365904,1296200.0,-0.1303,-0.2465,-0.1162,23.7535,25.5121,21.9949,46.0183,23.0532,23.8057,-1.4569,-84.7858,3.2391,False
2012-05-14,23.82,23.96,23.175,22.6296519807,1070800.0,-0.1494,-0.3029,-0.1535,23.6887,25.5115,21.8659,41.7911,22.9488,23.8038,-3.8137,-106.4317,3.2391,False
2012-05-15,23.28,23.64,22.77,22.1944663657,1374000.0,-0.1799,-0.3784,-0.1985,23.5915,25.5126,21.6704,39.2704,22.7264,23.7428,-7.2214,-129.9398,1.8251,False
2012-05-16,23.18,23.18,21.4,20.8018723977,2429400.0,-0.2766,-0.5443,-0.2676,23.4218,25.671,21.1726,32.5409,22.3357,23.578,-8.1252,-197.4323,2.7567,False
2012-05-17,21.36,21.6693,20.355,19.786439296,1956200.0,-0.3851,-0.7491,-0.3639,23.2463,25.9986,20.4939,28.6988,21.7419,23.284,-14.4858,-264.7876,6.0365,False
2012-05-18,20.49,20.62,19.57,19.0031051889,2266900.0,-0.4796,-0.9635,-0.4838,23.0751,26.3804,19.7698,26.1471,20.8831,22.854,-15.6646,-297.8992,8.3966,False
2012-05-21,19.78,21.24,19.75,20.3860283655,1885200.0,-0.421,-1.0101,-0.5891,22.9615,26.4664,19.4565,36.7795,20.4344,22.5465,-9.6939,-232.1258,6.253,False
2012-05-22,21.18,21.48,20.91,20.4343823228,968400.0,-0.3538,-1.0313,-0.6776,22.8277,26.5,19.1553,37.1187,20.0824,22.248,-11.2397,-189.901,5.4323,False
2012-05-23,20.81,21.83,20.67,21.091996141,1034300.0,-0.245,-0.9837,-0.7388,22.7186,26.4605,18.9768,41.6776,20.1404,21.9778,-11.798,-164.9019,4.2381,False
2012-05-24,21.8,21.91,21.205,20.5504318201,1775200.0,-0.1917,-0.9784,-0.7867,22.5363,26.3273,18.7453,39.1717,20.2932,21.7142,-13.0556,-154.6259,3.9644,False
2012-05-25,21.4,21.93,21.252,21.1210085153,1722200.0,-0.1047,-0.9176,-0.8129,22.3197,25.909,18.7304,43.0378,20.7168,21.551,-17.8036,-135.6589,3.895,False
2012-05-29,22.1,22.5601,21.97,21.5175109646,1533700.0,-0.012,-0.8279,-0.8159,22.1456,25.5301,18.7612,45.6115,20.9431,21.4421,-14.2853,-103.1438,1.7208,False
2012-05-30,21.96,21.96,21.44,20.8212139805,924300.0,0.0098,-0.8037,-0.8135,21.9411,25.1203,18.7619,42.0377,21.0204,21.2764,-15.5709,-128.882,3.4491,True
2012-05-31,21.65,21.65,20.74,20.4150407399,1179800.0,0.0044,-0.808,-0.8124,21.7046,24.5852,18.824,40.0752,20.885,21.1204,-16.7948,-147.6279,5.6771,True
2012-06-01,20.5,20.68,19.28,18.7710061943,1964000.0,-0.0967,-0.9333,-0.8365,21.4179,24.2676,18.5682,33.3278,20.5292,20.8547,-20.7663,-198.7787,10.0783,False
2012-06-04,19.56,19.86,18.57,18.1907587076,1958200.0,-0.1844,-1.0671,-0.8826,21.1491,24.1474,18.1507,31.3328,19.9431,20.5143,-22.2701,-212.5106,12.1066,False
2012-06-05,18.81,19.47,18.8,18.7516646114,1666500.0,-0.1859,-1.115,-0.9291,20.929,23.9529,17.9051,35.3414,19.3899,20.2558,-19.7113,-192.9776,12.1066,False
2012-06-06,19.8,20.33,19.57,19.5156571355,2086200.0,-0.1198,-1.0789,-0.9591,20.7395,23.6151,17.8639,40.4174,19.1288,20.0772,-15.8526,-152.0483,9.0261,False
2012-06-07,20.61,20.83,19.86,19.2255333922,1755500.0,-0.0819,-1.0615,-0.9796,20.563,23.3541,17.7719,39.1664,18.8909,19.9721,-12.3685,-138.2579,7.2831,False
2012-06-08,19.89,20.44,19.68,19.5833526756,1837100.0,-0.0221,-1.0072,-0.9851,20.4044,23.035,17.7738,41.5568,19.0534,19.9586,-14.1176,-133.9507,7.8226,False
2012-06-11,20.76,20.76,19.63,19.1288254777,1535100.0,-0.0035,-0.9894,-0.986,20.196,22.5195,17.8725,39.4472,19.241,19.967,-14.7433,-129.62,6.7001,False
2012-06-12,19.9,20.34,19.68,19.5736818842,1475000.0,0.0458,-0.9288,-0.9745,20.0432,22.0921,17.9943,42.5077,19.4054,19.9128,-15.1085,-122.5387,6.7001,True
2012-06-13,20.06,20.57,19.79,19.2932289323,1218900.0,0.0652,-0.893,-0.9582,19.8981,21.715,18.0813,41.1044,19.3609,19.8367,-12.9865,-116.6149,5.8808,True
2012-06-14,19.93,20.3,19.32,19.5156571355,1617100.0,0.0969,-0.8371,-0.934,19.8338,21.6087,18.0589,42.7115,19.4189,19.7316,-12.4245,-116.7554,7.3591,True
2012-06-15,20.14,20.62,20.12,19.7284145473,891700.0,0.1338,-0.7668,-0.9005,19.8309,21.6063,18.0555,44.27,19.448,19.6768,-4.8423,-97.5987,6.2041,True
2012-06-18,20.3,20.84,19.97,19.9411719591,706000.0,0.1717,-0.6859,-0.8576,19.8778,21.6124,18.1433,45.8484,19.6104,19.5982,1.0669,-90.5576,5.4113,True
2012-06-19,20.81,21.39,20.68,20.3860283655,1005000.0,0.2226,-0.5793,-0.802,19.8778,21.6124,18.1433,49.0793,19.7729,19.5227,0.7062,-69.1825,3.4478,True
2012-06-20,21.0,21.69,20.85,20.8598971463,1252800.0,0.2805,-0.4514,-0.7318,19.8991,21.6705,18.1277,52.3257,20.0862,19.5253,0.9777,-56.2853,2.3899,True
2012-06-21,21.41,21.43,20.14,19.5349987184,1266900.0,0.2241,-0.4517,-0.6758,19.8213,21.511,18.1315,43.9349,20.0901,19.4667,-1.8323,-78.7506,4.7347,True
2012-06-22,20.4,21.5,20.27,20.6181273602,1341800.0,0.2523,-0.3604,-0.6127,19.8246,21.5205,18.1288,50.8399,20.268,19.5898,-1.8713,-61.7274,4.483,True
2012-06-25,20.84,21.02,20.41,20.0185382906,915400.0,0.2241,-0.3326,-0.5567,19.7695,21.3618,18.1773,47.379,20.2835,19.7117,-4.1496,-69.7972,4.483,True
2012-06-26,20.72,21.06,20.5,20.3183328254,1132000.0,0.2189,-0.2831,-0.502,19.7096,21.1131,18.306,49.2305,20.27,19.8161,-6.6493,-62.544,4.3349,True
2012-06-27,21.18,21.42,20.89,20.6277981517,856100.0,0.2285,-0.2164,-0.4449,19.6999,21.0751,18.3247,51.1321,20.2236,19.8902,-2.459,-48.4252,2.9982,True
2012-06-28,21.24,21.55,20.99,20.7728600233,861800.0,0.2358,-0.1501,-0.3859,19.7178,21.1383,18.2973,52.0345,20.4711,19.9934,-0.4619,-42.2723,2.516,True
2012-06-29,22.54,24.2,22.31,22.4652485262,2474500.0,0.3396,0.0386,-0.301,19.9025,21.6946,18.1103,61.0293,20.8406,20.1855,17.0213,26.3314,6.5547,True
2012-07-02,23.65,23.81,22.89,22.3491990288,1217300.0,0.3821,0.1767,-0.2055,20.1104,22.0209,18.1999,60.1999,21.3067,20.4002,19.8892,29.2963,6.5547,True
2012-07-03,23.14,23.71,23.08,22.7940554353,555700.0,0.4191,0.3183,-0.1007,20.3125,22.4474,18.1776,62.304,21.8018,20.6149,21.7771,37.6603,6.5547,True
2012-07-05,23.54,23.59,22.5109,22.3782114032,1255600.0,0.3946,0.3925,-0.0021,20.4557,22.7365,18.1748,59.171,22.1519,20.8206,16.0354,24.9025,4.467,True
2012-07-06,22.85,22.96,22.17,21.6045480876,1555200.0,0.3092,0.3845,0.0752,20.5746,22.8345,18.3147,53.7802,22.3183,20.9598,10.2256,3.6128,3.2349,True
2012-07-09,22.49,22.55,21.8745,21.4014614672,1178700.0,0.2259,0.3576,0.1317,20.6655,22.9048,18.4263,52.4366,22.1055,21.0714,10.3229,-6.6955,2.1726,True
2012-07-10,22.13,22.37,20.98,20.4633946971,1460500.0,0.1007,0.2576,0.1569,20.7322,22.8612,18.6033,46.6667,21.7283,21.1062,7.7553,-31.8852,0.9645,True
2012-07-11,21.08,21.45,20.74,20.2893204511,804200.0,0.0045,0.1625,0.158,20.768,22.8412,18.6949,45.6676,21.2274,21.0997,5.4572,-47.9196,1.7873,True
2012-07-12,20.71,20.9475,19.93,19.5543403013,1488300.0,-0.1045,0.0274,0.1319,20.7811,22.8199,18.7422,41.6351,20.6626,21.0127,1.8352,-73.584,4.5102,False
2012-07-13,20.45,20.49,19.6609,19.7090729644,1652000.0,-0.1586,-0.0663,0.0923,20.7908,22.8072,18.7743,42.7749,20.2835,21.0243,0.936,-79.1538,5.3964,False
2012-07-16,20.3,20.43,19.87,19.699402173,789200.0,-0.1856,-0.1398,0.0458,20.7893,22.8089,18.7697,42.719,19.9431,20.9631,-0.9214,-75.2569,5.3964,False
2012-07-17,20.47,20.67,19.72,19.3705952638,1002200.0,-0.2143,-0.222,-0.0077,20.7608,22.8426,18.6789,40.779,19.7245,20.9199,-0.8157,-76.5355,4.5019,False
2012-07-18,20.0,22.0,19.94,21.1403500982,1745900.0,-0.108,-0.1427,-0.0347,20.7985,22.8791,18.7178,53.0698,19.8948,20.9747,2.8518,-28.2826,0.268,False
2012-07-19,22.44,23.1199,22.2,22.1847955743,2241400.0,0.0313,0.0044,-0.0269,20.8647,23.0316,18.6979,58.5141,20.4208,21.0785,6.5924,35.8213,4.0195,True
2012-07-20,22.92,22.98,22.14,21.6722436277,1578200.0,0.0845,0.0787,-0.0058,20.9716,23.0755,18.8677,55.1502,20.8135,21.1384,7.2329,27.1674,3.8067,True
2012-07-23,21.3,22.26,20.84,21.2563995956,2456300.0,0.0869,0.1028,0.0159,21.0035,23.1043,18.9027,52.5253,21.1249,21.0578,3.5349,-6.605,0.6696,True
2012-07-24,22.3,22.72,20.07,21.875330248,4438200.0,0.1232,0.1699,0.0467,21.0963,23.1789,19.0138,55.8744,21.6258,21.0262,8.0875,1.8282,3.1843,True
2012-07-25,22.28,23.24,22.17,21.7302683764,1629500.0,0.1298,0.209,0.0792,21.1669,23.2349,19.099,54.9018,21.7438,20.9553,10.3514,46.7271,1.4209,True
2012-07-26,23.0,23.24,21.85,22.3008450716,2652100.0,0.1628,0.2827,0.1199,21.2506,23.3595,19.1417,57.984,21.767,20.9502,8.4967,56.4809,2.464,True
2012-07-27,23.5,23.9,23.26,23.0358252214,1638100.0,0.2208,0.3959,0.1751,21.3637,23.5971,19.1304,61.6055,22.0397,21.0456,10.9049,112.359,0.2393,True
