date,open,high,low,Close,vol,MACD_Signal,MACD_Hist,MACD,Real Middle Band,Real Lower Band,Real Upper Band,RSI,SMA,SMA,ROC,CCI,DX,crossover
2012-06-28,24.7,24.95,24.55,19.0365697405,2465300.0,-0.2003,-0.0457,-0.246,19.4391,18.4976,20.3806,42.1229,18.993,19.5208,-2.1185,-108.3092,4.0411,False
2012-06-29,25.37,25.64,25.33,19.5944459312,2862300.0,-0.2009,-0.0022,-0.203,19.4861,18.6147,20.3575,50.1868,19.0496,19.5066,3.0547,-57.317,0.1211,False
2012-07-02,25.48,25.77,25.33,19.4798138372,1618400.0,-0.1959,0.0197,-0.1762,19.5239,18.7257,20.3222,48.6932,19.2009,19.501,4.4165,-55.9654,0.8808,True
2012-07-03,25.53,25.78,25.51,19.693793746,751400.0,-0.1839,0.0479,-0.136,19.5511,18.7686,20.3335,51.5756,19.3744,19.4724,2.3016,-43.7364,0.9397,True
2012-07-05,25.73,26.25,25.51,19.9459843527,1940800.0,-0.1637,0.0808,-0.0829,19.5583,18.7641,20.3525,54.7832,19.5501,19.4663,0.9615,-24.1921,3.6776,True
2012-07-06,26.02,26.12,24.95,19.2199810908,2319900.0,-0.1506,0.0524,-0.0983,19.5373,18.7308,20.3439,45.4891,19.5868,19.4271,-1.2099,-60.5585,0.318,True
2012-07-09,25.18,25.27,24.78,19.0289276009,1084100.0,-0.1454,0.021,-0.1244,19.4983,18.6728,20.3238,43.4125,19.4737,19.3817,-2.6579,-87.8178,0.6755,True
2012-07-10,24.89,25.18,24.6301,18.9677904841,2304300.0,-0.146,-0.0024,-0.1484,19.4685,18.6122,20.3249,42.7435,19.3713,19.3109,-3.7094,-92.6774,1.5499,False
2012-07-11,24.77,24.91,24.49,18.8073055525,1691500.0,-0.1525,-0.0258,-0.1783,19.4028,18.5554,20.2503,40.9679,19.194,19.2365,-5.5366,-104.1621,2.3668,False
2012-07-12,24.35,24.41,24.0,18.4481249914,1756700.0,-0.1676,-0.0607,-0.2283,19.3233,18.432,20.2147,37.2566,18.8944,19.1586,-8.2676,-134.7782,5.1657,False
2012-07-13,24.14,24.56,24.1,18.7308841565,1157200.0,-0.1826,-0.0598,-0.2423,19.2695,18.3716,20.1673,41.7105,18.7966,19.1255,-6.2595,-117.5958,4.2355,False
2012-07-16,24.38,24.45,23.97,18.3908089444,1726300.0,-0.2016,-0.0761,-0.2777,19.2036,18.2525,20.1546,38.2149,18.669,19.0641,-5.9977,-130.9688,4.9763,False
2012-07-17,24.15,24.26,23.55,18.4328407122,2318900.0,-0.2211,-0.0778,-0.2989,19.1237,18.1957,20.0517,38.893,18.562,19.0447,-8.0015,-140.3324,7.3315,False
2012-07-18,24.06,25.39,24.03,19.311686766,2884200.0,-0.2252,-0.0167,-0.242,19.0931,18.2348,19.9514,50.9534,18.6629,19.0771,-4.297,-72.1331,0.515,False
2012-07-19,25.45,25.89,25.22,19.61737235,2762400.0,-0.2142,0.044,-0.1702,19.0931,18.2348,19.9514,54.3137,18.8967,19.1138,-1.2774,-21.0073,2.2777,True
2012-07-20,25.73,25.83,25.26,19.3346131848,2573800.0,-0.1983,0.0637,-0.1347,19.0985,18.2356,19.9614,50.8602,19.0175,19.1336,0.3107,-29.1742,2.2777,True
2012-07-23,24.77,25.28,24.43,19.1894125324,2540600.0,-0.182,0.0652,-0.1168,19.0924,18.2339,19.9509,49.1411,19.1772,19.1066,-0.3351,-66.3969,2.3786,True
2012-07-24,25.08,25.19,24.72,19.1053489969,2933100.0,-0.1673,0.059,-0.1082,19.1115,18.2698,19.9531,48.132,19.3117,19.0817,0.0397,-62.8069,2.3786,True
2012-07-25,24.91,25.84,24.85,19.5180245352,2646500.0,-0.1473,0.0799,-0.0674,19.146,18.2973,19.9948,53.1883,19.353,19.0699,4.4885,-23.8339,1.262,True
