date,open,high,low,Close,vol,MACD_Signal,MACD_Hist,MACD,Real Middle Band,Real Upper Band,Real Lower Band,RSI,SMA,SMA,ROC,CCI,DX,crossover
2012-04-23,70.9,72.11,69.975,34.2582461965,3548100.0,-0.0047,-0.3058,-0.3105,35.8759,37.7957,33.9562,40.0816,34.5781,35.5916,-6.3263,-65.6295,2.3683,False
2012-04-24,72.13,73.25,71.88,34.554193147,2415400.0,-0.0703,-0.2623,-0.3326,35.7499,37.6693,33.8306,42.9632,34.4005,35.4446,-5.715,-28.3536,0.0873,False
2012-04-25,72.2,72.99,71.67,34.4205396855,2515600.0,-0.1276,-0.2292,-0.3567,35.6234,37.5431,33.7037,41.9862,34.347,35.3109,-6.4231,-37.3108,0.3604,False
2012-04-26,72.06,73.83,71.76,35.0363002762,1970900.0,-0.1666,-0.156,-0.3225,35.5518,37.4468,33.6569,47.8413,34.4902,35.2193,-4.4024,-14.6904,1.4333,False
2012-04-27,73.92,74.61,72.881,35.3131538751,1207400.0,-0.1872,-0.0827,-0.2699,35.4965,37.3509,33.642,50.2596,34.7165,35.1139,-2.3046,11.3261,3.0692,False
2012-04-30,73.87,74.0,72.88,35.0028869108,1579900.0,-0.1999,-0.0505,-0.2504,35.4101,37.1858,33.6343,47.6091,34.8654,35.0318,-4.2815,-2.4514,3.067,False
2012-05-01,73.31,74.17,72.86,35.0267536003,1347300.0,-0.206,-0.0244,-0.2304,35.3234,36.9932,33.6536,47.8358,34.9599,34.986,-4.727,-0.2385,3.4283,False
2012-05-02,72.73,73.16,72.3,34.7689933531,1717300.0,-0.2113,-0.0213,-0.2326,35.2406,36.8467,33.6345,45.5546,35.0296,34.9055,-4.8758,-23.1076,2.1529,False
2012-05-03,72.8,72.8,70.96,33.9336592184,2443000.0,-0.2287,-0.0696,-0.2983,35.1167,36.7248,33.5087,39.0831,34.8091,34.7251,-4.8366,-59.8872,0.8231,False
2012-05-04,70.5,70.68,69.5275,33.251071897,3318000.0,-0.2631,-0.1377,-0.4009,34.9346,36.5215,33.3478,34.7598,34.3967,34.5933,-8.5877,-112.0138,3.8678,False
2012-05-07,61.0,61.25,55.7,26.87436978,38066600.0,-0.4076,-0.5778,-0.9853,34.4666,38.2479,30.6854,16.4958,32.771,34.0715,-19.5878,-453.0249,26.1291,False
2012-05-08,57.44,60.51,57.17,28.7832276111,14453900.0,-0.582,-0.6977,-1.2797,34.1201,38.5884,29.6517,28.5387,31.5223,33.6276,-20.3292,-374.6016,26.1291,False
2012-05-09,59.07,60.77,58.59,28.9216544105,5227500.0,-0.7625,-0.7222,-1.4848,33.7673,38.685,28.8496,29.3306,30.3528,33.2431,-20.4893,-328.6912,25.5637,False
2012-05-10,60.93,61.18,60.0,29.1412279545,5323100.0,-0.9322,-0.6787,-1.611,33.3924,38.516,28.2688,30.6369,29.3943,32.8979,-20.3904,-287.2971,24.6675,False
2012-05-11,60.91,61.61,60.5,29.2557880644,4361200.0,-1.0823,-0.6001,-1.6823,33.0938,38.4458,27.7419,31.3463,28.5953,32.5695,-18.1697,-258.0977,23.7256,False
2012-05-14,60.49,60.88,59.98,28.6591208254,3321500.0,-1.2191,-0.5476,-1.7667,32.7917,38.4214,27.1619,29.6539,28.9522,32.1962,-18.194,-254.3562,24.4277,False
2012-05-15,60.23,62.035,60.22,29.2128280232,4418500.0,-1.329,-0.4395,-1.7685,32.4802,38.1778,26.7826,33.2378,29.0381,31.8401,-16.8655,-218.9728,21.8931,False
