date,open,high,low,Close,vol,MACD_Signal,MACD_Hist,MACD,Real Lower Band,Real Middle Band,Real Upper Band,RSI,SMA,SMA,ROC,CCI,DX,crossover
2012-05-09,48.63,48.95,47.87,48.0929601088,524000.0,-0.4731,0.0944,-0.3787,45.0994,49.0109,52.9223,45.3396,49.2317,49.198,-0.2242,-99.7248,2.5521,True
2012-05-10,49.01,49.92,46.18,45.8749607132,543000.0,-0.5048,-0.1269,-0.6317,44.7028,48.8435,52.9842,40.6313,48.2177,48.9491,-1.0309,-119.6412,0.1602,False
2012-05-11,46.23,48.47,46.096,46.3007373829,660000.0,-0.5616,-0.2271,-0.7887,44.485,48.7589,53.0327,41.8728,47.6117,48.7267,-1.8826,-124.432,0.0423,False
2012-05-14,46.19,46.3482,43.73,43.8549969779,1102700.0,-0.6689,-0.429,-1.0979,43.8358,48.5846,53.3334,37.0982,46.6334,48.497,-5.4118,-175.0677,3.222,False
2012-05-15,44.46,45.8,44.31,43.9936219402,557100.0,-0.7984,-0.5181,-1.3165,43.191,48.3395,53.488,37.5308,45.6235,48.357,-8.198,-166.5266,3.222,False
2012-05-16,44.81,45.12,43.01,42.7558990632,400600.0,-0.953,-0.6185,-1.5715,42.351,48.0375,53.724,35.2141,44.556,48.0349,-9.2701,-183.4866,4.9837,False
2012-05-17,43.49,44.1,41.3,41.0923995165,513200.0,-1.1396,-0.7465,-1.8861,41.227,47.6117,53.9964,32.3395,43.5995,47.6223,-13.631,-206.6667,7.2424,False
2012-05-18,41.77,42.15,41.11,41.1518102146,433000.0,-1.333,-0.7734,-2.1064,40.2904,47.1874,54.0845,32.5502,42.5697,47.1298,-16.6996,-210.4281,7.4909,False
2012-05-21,41.85,43.71,41.13,42.8945240254,389900.0,-1.4896,-0.6263,-2.1159,39.8216,46.9671,54.1127,38.5628,42.3777,46.7945,-11.7505,-176.7462,5.1392,False
2012-05-22,43.38,44.23,43.22,43.1618721668,468900.0,-1.6072,-0.4707,-2.0779,39.4915,46.8206,54.1497,39.45,42.2113,46.0301,-7.546,-149.5215,4.3652,False
2012-05-23,43.09,44.47,42.5108,43.8549969779,510000.0,-1.6796,-0.2896,-1.9692,39.2031,46.6339,54.0648,41.7852,42.4311,45.4063,-8.0628,-141.4756,5.3318,False
2012-05-24,44.45,44.46,41.9,42.2013992143,497500.0,-1.7424,-0.2511,-1.9935,38.7115,46.38,54.0484,38.0357,42.6529,44.8234,-8.5373,-151.001,6.1625,False
2012-05-25,42.57,43.7,41.8411,42.4192384406,295900.0,-1.7884,-0.184,-1.9724,38.287,46.074,53.8609,38.8107,42.9064,44.3626,-11.0342,-148.1762,6.2431,False
2012-05-29,43.68,45.8,43.132,45.2709519492,813400.0,-1.7719,0.066,-1.706,38.1947,45.9413,53.6879,47.9427,43.3817,44.1309,-6.7779,-101.4763,3.0313,True
