date,open,high,low,Close,vol,MACD,MACD_Signal,MACD_Hist,Real Middle Band,Real Lower Band,Real Upper Band,RSI,SMA,SMA,ROC,CCI,DX,crossover
2012-05-18,16.61,16.64,16.37,12.4617588239,57520600.0,-0.7101,-0.526,-0.1841,13.9911,11.8304,16.1518,22.4396,12.5533,13.7029,-16.9661,-262.173,26.5757,False
2012-05-21,16.51,16.7,16.37,12.6130855855,37628500.0,-0.705,-0.5618,-0.1433,13.8772,11.6784,16.076,26.3979,12.548,13.5271,-15.5713,-230.4716,25.9015,False
2012-05-22,16.66,16.82,16.62,12.658483614,42979200.0,-0.6894,-0.5873,-0.1021,13.7755,11.549,16.0019,27.5858,12.5768,13.3632,-15.2645,-199.8521,24.5522,False
2012-05-23,16.56,16.76,16.43,12.6282182617,42459500.0,-0.6718,-0.6042,-0.0676,13.6695,11.4365,15.9026,27.2714,12.5768,13.2043,-14.8807,-189.4399,25.8321,False
2012-05-24,16.69,16.7,16.35,12.4012281192,52604300.0,-0.6684,-0.617,-0.0514,13.5481,11.3165,15.7797,24.9834,12.5526,13.0363,-15.0991,-183.129,26.3669,False
2012-05-25,16.46,16.56,16.32,12.3558300907,41838300.0,-0.6618,-0.626,-0.0358,13.41,11.2431,15.5769,24.5422,12.5314,12.8956,-17.324,-173.1172,26.5689,False
2012-05-29,16.51,16.64,16.39,12.5525548809,37091400.0,-0.6333,-0.6275,-0.0059,13.2751,11.2521,15.2982,30.2606,12.5193,12.77,-17.5012,-153.2651,25.6345,False
2012-05-30,16.46,16.48,16.35,12.4012281192,36488300.0,-0.6159,-0.6251,0.0093,13.1393,11.2705,15.0082,28.4817,12.4678,12.6529,-18.254,-149.6679,25.9126,True
2012-05-31,16.36,16.515,16.26,12.3558300907,51969400.0,-0.5988,-0.6199,0.021,13.0065,11.3202,14.6929,27.9535,12.4133,12.5294,-17.1765,-141.7139,26.5412,True
2012-06-01,16.08,16.15,15.94,12.0758755816,48493800.0,-0.601,-0.6161,0.0151,12.8643,11.38,14.3486,24.9022,12.3483,12.4865,-19.0476,-148.8678,28.7277,True
2012-06-04,15.98,16.13,15.92,12.1893706529,29743500.0,-0.5868,-0.6102,0.0235,12.7504,11.4356,14.0653,28.3016,12.315,12.4666,-17.4091,-137.8373,28.8623,True
2012-06-05,16.06,16.28,15.98,12.1969369909,34648800.0,-0.5683,-0.6018,0.0335,12.6384,11.5562,13.7207,28.5327,12.2438,12.437,-15.4725,-126.6654,27.0327,True
2012-06-06,16.29,16.69,16.23,12.6244350927,33224400.0,-0.5133,-0.5841,0.0708,12.5618,11.7331,13.3906,40.1998,12.2885,12.4444,-11.6931,-103.081,22.2097,True
2012-06-07,16.88,16.92,16.53,12.5449885428,34270300.0,-0.4707,-0.5614,0.0908,12.4786,12.1377,12.8195,38.9343,12.3263,12.4388,-10.4288,-92.5097,19.6189,True
2012-06-08,16.56,16.78,16.49,12.658483614,29773800.0,-0.4229,-0.5337,0.1109,12.4756,12.1423,12.8088,41.7416,12.4428,12.4479,-3.1178,-88.8577,19.9191,True
2012-06-11,16.87,16.885,16.45,12.4655419929,31130800.0,-0.396,-0.5062,0.1102,12.4744,12.1412,12.8077,38.5164,12.4981,12.4481,-0.618,-87.6005,18.7351,True
2012-06-12,16.57,16.84,16.5075,12.7038816425,32713000.0,-0.3514,-0.4752,0.1238,12.4776,12.1369,12.8184,44.2206,12.5995,12.4542,0.0594,-79.7122,18.7351,True
2012-06-13,16.735,16.85,16.56,12.6017360784,39106800.0,-0.3206,-0.4443,0.1237,12.482,12.1373,12.8267,42.4137,12.5949,12.4504,0.537,-77.4011,18.6198,True
