date,open,high,low,Close,vol,MACD_Hist,MACD,MACD_Signal,Real Upper Band,Real Middle Band,Real Lower Band,RSI,SMA,SMA,ROC,CCI,DX,crossover
2014-05-13,592.0,594.54,590.7,19.1087288489,5704900.0,0.0327,0.5216,0.489,20.2371,18.2593,16.2816,69.9501,18.9823,18.7456,14.4987,164.2765,19.8471,True
2014-05-14,592.43,597.4,591.74,19.1122689327,5943000.0,0.0171,0.5104,0.4932,20.2371,18.3861,16.5351,69.9951,19.0134,18.9002,15.1642,156.595,20.6771,True
2014-05-15,594.7,596.6,588.04,18.9497469024,8244500.0,-0.0084,0.4828,0.4911,20.1777,18.5031,16.8285,65.1938,19.0188,18.9521,15.1314,137.2219,19.0552,False
2014-05-16,588.63,597.53,585.4,19.2294135248,9866300.0,-0.0105,0.478,0.4885,20.1314,18.6246,17.1177,69.1015,19.0958,19.0138,13.8535,134.6163,17.9054,False
2014-05-19,597.85,607.33,597.33,19.457266193,11348400.0,-0.0013,0.4869,0.4882,20.0967,18.7475,17.3982,71.8594,19.1715,19.0435,14.7683,149.9877,20.7931,False
2014-05-20,604.51,606.4,600.73,19.4611281026,8387000.0,0.0004,0.4887,0.4883,19.9936,18.8697,17.7458,71.9049,19.242,19.0771,14.6602,142.6126,20.7931,True
2014-05-21,603.83,606.7,602.06,19.512620231,7030700.0,0.0003,0.4886,0.4884,19.646,19.0057,18.3653,72.5397,19.322,19.1189,14.8673,136.6457,20.8812,True
2014-05-22,606.6,609.85,604.1,19.543515508,7170000.0,-0.0023,0.4855,0.4878,19.6307,19.0743,18.5179,72.9329,19.4408,19.1599,7.5899,133.5774,21.81,False
2014-05-23,607.25,614.7293,606.47,19.7642880085,8293200.0,0.0058,0.4951,0.4892,19.6619,19.1473,18.6327,75.6069,19.5478,19.2132,8.0734,136.4203,23.2295,True
2014-05-27,615.88,625.86,615.63,20.1343876814,12459500.0,0.0298,0.5265,0.4967,19.8693,19.2034,18.5374,79.2829,19.6832,19.2733,5.6419,150.8934,26.3323,True
2014-05-28,626.02,629.83,623.78,20.0822519014,11267200.0,0.0354,0.5409,0.5055,20.0167,19.2597,18.5026,77.5197,19.8074,19.3439,6.271,149.5571,27.3966,True
2014-05-29,627.85,636.87,627.77,20.4481678388,13445500.0,0.0558,0.5753,0.5195,20.234,19.3378,18.4417,80.7406,19.9945,19.4433,6.8404,155.8333,29.2402,True
2014-05-30,637.98,644.17,628.9,20.3715732978,20143600.0,0.056,0.5895,0.5335,20.3911,19.4099,18.4288,78.2269,20.1601,19.5399,8.9062,151.2761,31.0855,True
